ID	NAME	kegg_merge_filter_human_081A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_082A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_083A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_084A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_085A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_086A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_091A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_093A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_094A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_098A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_099A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_100A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_101A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_107A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_108A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_109A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_10A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_116A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_118A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_119A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_11A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_120A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_13A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_15A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_18A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_1A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_20A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_21A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_24A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_25A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_28A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_29A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_31A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_34A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_35A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_37A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_39A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_3A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_6A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_7A-hit-keg-mpt-cop-nul-nve-nve
ko00360	ko00360: Phenylalanine metabolism	0.00424905	0.00403821	0.0039929	0.00454143	0.00377043	0.00403919	0.00417741	0.0041788	0.00424227	0.00395759	0.00418272	0.00423162	0.00408702	0.0054267	0.00507524	0.00406478	0.00393658	0.00438959	0.00409204	0.00504618	0.00398763	0.00396981	0.00387627	0.00400219	0.00410877	0.00400636	0.00410506	0.00413298	0.00404136	0.00410102	0.00379807	0.00389916	0.00384327	0.00392378	0.00401152	0.00401557	0.00396151	0.00381821	0.0038679	0.00389331
ko00361	ko00361: Chlorocyclohexane and chlorobenzene degradation	0.00126786	0.00131301	0.00144814	0.00143393	0.00152048	0.00148098	0.00126256	0.00157325	0.0012044	0.00130272	0.00120738	0.00161582	0.00137432	0.00176295	0.00170089	0.00137473	0.00134992	0.00147377	0.0013557	0.00177556	0.00119715	0.00135496	0.00129245	0.00134153	0.00167739	0.0015724	0.00146751	0.00123148	0.00140662	0.00123961	0.00151821	0.0017046	0.00148834	0.00128079	0.00164934	0.00144122	0.00112772	0.00156828	0.00129953	1.39142e-05
ko04111	ko04111: Cell cycle - yeast	9.46746e-05	0.000121805	0.000124448	0.00011494	0.000107073	0.000137442	0.000130374	0.000120646	0.0001266	0.000130147	0.000114762	0.000124938	0.000136281	8.20474e-05	0.000104243	0.000119646	0.000118264	0.000123984	0.000126976	8.63235e-05	0.000126127	9.26937e-05	0.000115226	0.000121749	0.000132916	0.000110939	0.000129376	9.91193e-05	0.000106103	0.000134591	0.000129125	0.000116996	9.86565e-05	0.000109654	0.000110726	0.000120837	0.00011671	0.000108203	0.000128271	0.000109961
ko00363	ko00363: Bisphenol degradation	3.07592e-05	2.28379e-05	1.52205e-05	2.61086e-05	1.29072e-05	1.55428e-05	1.98169e-05	2.81433e-05	1.55972e-05	2.64218e-05	2.44625e-05	1.44437e-05	1.29795e-05	2.82135e-05	3.45291e-05	1.79149e-05	3.45029e-05	2.64312e-05	2.83166e-05	2.00973e-05	3.15299e-05	2.74065e-05	2.04553e-05	2.29118e-05	2.69963e-05	2.745e-05	2.2395e-05	3.50088e-05	3.13191e-05	2.91168e-05	2.41021e-05	1.51492e-05	5.73847e-06	3.22631e-05	1.79338e-05	3.3817e-05	2.05671e-05	1.39107e-05	2.0758e-05	2.65471e-05
ko00364	ko00364: Fluorobenzoate degradation	1.35841e-05	6.81485e-06	6.54556e-06	0.000997758	8.95649e-06	3.58739e-05	1.58028e-05	1.8091e-05	1.44957e-05	1.36971e-05	7.60462e-06	1.28759e-05	8.84528e-06	0.00175772	0.00152462	0.000953143	3.72861e-05	4.95728e-06	2.16751e-05	0.00162456	1.75824e-05	8.72568e-06	2.05945e-06	1.59938e-05	0.000956315	5.85563e-06	4.97165e-06	9.58594e-06	3.64457e-06	8.11525e-06	4.20507e-06	0.00125164	8.17997e-06	5.8916e-06	0.00118813	0.000989297	6.83215e-06	7.62744e-07	1.18302e-05	3.21539e-05
ko00533	ko00533: Glycosaminoglycan biosynthesis - keratan sulfate	7.10888e-05	4.95511e-05	3.61757e-05	4.44017e-05	5.22682e-05	6.24392e-05	3.01167e-05	4.44368e-05	3.71879e-05	2.6091e-05	5.2887e-05	2.02119e-05	4.1825e-05	4.24536e-05	4.27703e-05	3.56958e-05	4.18681e-05	5.58139e-05	4.22822e-05	3.30043e-05	2.84676e-05	4.50202e-05	6.39408e-05	2.30389e-05	4.79507e-05	4.24178e-05	4.86417e-05	5.71508e-05	4.70477e-05	6.23131e-05	2.96079e-05	3.69573e-05	3.45949e-05	4.39883e-05	4.94204e-05	2.91604e-05	3.77298e-05	3.95216e-05	5.44822e-05	4.66514e-05
ko04115	ko04115: p53 signaling pathway	0.000135698	0.000144908	0.000148555	0.000115721	0.000150276	0.000163853	0.000129817	0.000150408	0.000122552	0.00014666	0.000161217	0.000157591	0.000157849	0.000118411	0.000112292	0.000133475	0.000156819	0.0001655	0.000113137	0.000150374	0.000135751	0.000146116	0.000172944	0.000133028	0.000169906	0.000122295	0.00012961	0.000149182	0.00017583	0.000128603	0.000147456	0.000147929	0.000145958	0.0001426	0.000148313	0.000140107	0.00013547	0.000155606	0.000128498	0.000139207
ko04114	ko04114: Oocyte meiosis	1.93902e-05	1.18244e-05	1.51608e-05	9.38359e-06	2.22155e-05	1.16904e-05	1.2366e-05	9.82252e-06	1.32582e-05	1.45631e-05	7.99205e-06	1.69339e-05	1.09582e-05	1.032e-05	1.12347e-05	1.21734e-05	1.20561e-05	1.65877e-05	1.73103e-05	3.39083e-05	1.91542e-05	2.3683e-05	1.18643e-05	1.383e-05	1.55965e-05	2.23532e-05	1.95481e-05	2.15343e-05	2.55407e-05	1.38343e-05	2.79052e-05	2.59361e-05	1.60031e-05	1.69744e-05	1.43756e-05	2.68606e-05	1.21669e-05	2.26746e-05	1.20111e-05	1.5977e-05
ko00532	ko00532: Glycosaminoglycan biosynthesis - chondroitin sulfate	0.000144658	0.000133253	0.000108119	0.000124171	0.000127637	0.000119036	0.000121465	0.000163554	0.000129183	0.000129765	9.71246e-05	0.000114076	0.000144816	0.000290601	8.69941e-05	0.000105964	0.000116039	0.000134284	0.000115654	0.0001029	0.000135176	0.000141869	9.25907e-05	0.000113867	0.000133816	0.000100974	0.000139385	0.000133431	0.000148517	0.000129817	0.000147714	0.000175922	0.000147783	0.000117866	0.000179374	0.000138415	0.000146657	0.000125598	0.000111805	0.000123024
ko00430	ko00430: Taurine and hypotaurine metabolism	0.00793524	0.00753872	0.00747548	0.00709794	0.00898592	0.00801663	0.00799464	0.00833498	0.00813055	0.00749081	0.00761043	0.00798078	0.00807927	0.00835816	0.00833908	0.00723103	0.00726975	0.00844315	0.00753753	0.00859767	0.00792624	0.00786475	0.00738237	0.0074201	0.00773274	0.00841986	0.00806209	0.00807711	0.00798439	0.00761735	0.00844562	0.00840757	0.0087563	0.00716223	0.00867072	0.00820178	0.00687616	0.00823617	0.00738989	0.00685285
ko02010	ko02010: ABC transporters	0.00527243	0.00535926	0.0051345	0.00581142	0.00461558	0.00535945	0.00539005	0.00431113	0.00446718	0.0050691	0.00516917	0.00505556	0.00478844	0.00712395	0.00648526	0.00526983	0.00595526	0.00472323	0.0053381	0.00653471	0.00435461	0.00495567	0.00482618	0.00519774	0.00475384	0.0051658	0.00455215	0.00455573	0.00506845	0.00494396	0.00420281	0.00432264	0.00434283	0.00545599	0.00492861	0.00506475	0.00526457	0.00466194	0.00525032	0.00614483
ko00130	ko00130: Ubiquinone and other terpenoid-quinone biosynthesis	0.00553313	0.00520238	0.00563793	0.00544692	0.00676222	0.00502842	0.00435394	0.00656137	0.00649885	0.00558198	0.00521702	0.00586627	0.00545243	0.00889187	0.00843147	0.00658141	0.00413364	0.00535585	0.00487848	0.0074484	0.00707943	0.00565494	0.00598187	0.0052569	0.00627966	0.00607528	0.00663496	0.00652914	0.00480894	0.00567341	0.00699552	0.00758396	0.00658114	0.00487509	0.0068994	0.00662799	0.00513671	0.00665552	0.00538477	0.00399713
ko04330	ko04330: Notch signaling pathway	0.000227871	0.000285612	0.000182419	0.000211786	0.000181965	0.000200242	0.000226584	0.000199512	0.00023788	0.000265087	0.00021599	0.000300718	0.000268857	0.000193216	0.000182803	0.00021979	0.000239259	0.000298127	0.000207457	0.000200754	0.000231559	0.000285343	0.000315972	0.00027619	0.000280814	0.000221791	0.000262103	0.000244706	0.000290689	0.000236788	0.000234248	0.000312713	0.00015889	0.000251606	0.000259696	0.000241992	0.000205592	0.00020655	0.000249519	0.000275007
ko00903	ko00903: Limonene and pinene degradation	0.00314358	0.00324754	0.00309864	0.00356875	0.00284994	0.0035196	0.00353551	0.00343676	0.00299366	0.00315599	0.00363168	0.0029	0.00394675	0.00438687	0.00395353	0.00324373	0.00316609	0.00411988	0.0033209	0.00404103	0.00293726	0.00308343	0.00295715	0.00312009	0.00334604	0.00314583	0.00293929	0.00308963	0.0034262	0.00348458	0.00284451	0.00292347	0.00267626	0.00299995	0.00316022	0.00293782	0.00311579	0.00274703	0.00336173	0.00338204
ko00633	ko00633: Nitrotoluene degradation	0.00276362	0.002769	0.00283081	0.00312187	0.00220031	0.002937	0.00305279	0.00336703	0.0032402	0.00294746	0.00302765	0.00314793	0.00270769	0.00417257	0.00387648	0.00311618	0.0034332	0.00313863	0.00262993	0.00366071	0.00260141	0.00289467	0.00280946	0.00281535	0.00349095	0.00307903	0.00285625	0.00287586	0.00376649	0.00285891	0.0022945	0.00226141	0.00267033	0.00282479	0.00273389	0.00311987	0.00308723	0.00258217	0.00276251	0.00285469
ko00040	ko00040: Pentose and glucuronate interconversions	0.0115703	0.0119518	0.0143543	0.0122698	0.0150548	0.0142082	0.0131671	0.0139644	0.0159738	0.0131915	0.0145466	0.0131539	0.0137565	0.0144254	0.0141818	0.0133919	0.0117875	0.0133377	0.0109046	0.0132336	0.0129991	0.0132174	0.0137105	0.0103029	0.0121369	0.0121928	0.0141577	0.0105156	0.0114588	0.0142406	0.0138138	0.0138763	0.0144332	0.0134124	0.0145691	0.0129975	0.013291	0.0143234	0.0130538	0.0130366
ko00730	ko00730: Thiamine metabolism	0.0197485	0.0190711	0.0174305	0.019462	0.0206652	0.0190165	0.0197519	0.0167943	0.0174409	0.0191427	0.0176619	0.0201506	0.0176481	0.016499	0.0178943	0.0185557	0.0192767	0.0172169	0.0192949	0.0172567	0.0199284	0.0194307	0.0181568	0.0197788	0.019147	0.0196462	0.0189057	0.0188051	0.0183373	0.0184591	0.020634	0.0193704	0.0210153	0.0193118	0.0205589	0.0192965	0.0189394	0.0214594	0.0194584	0.0201879
ko00362	ko00362: Benzoate degradation	0.00272513	0.0028018	0.00251051	0.00290426	0.00248874	0.00299696	0.00273489	0.00241084	0.00220977	0.00251621	0.00256439	0.00243344	0.00283826	0.00325829	0.00311995	0.00259744	0.00278877	0.00282873	0.00271798	0.0031469	0.00234744	0.00250849	0.0022614	0.00281675	0.00252198	0.00269704	0.00241164	0.00270653	0.00285893	0.00268853	0.00219735	0.00234684	0.00223343	0.00268265	0.00240317	0.00263304	0.00257983	0.00238988	0.00261774	0.00284156
ko01040	ko01040: Biosynthesis of unsaturated fatty acids	0.00236161	0.00232372	0.00231169	0.00271673	0.0026529	0.00253421	0.00250789	0.00232737	0.00235988	0.00228272	0.00239812	0.00244772	0.00270442	0.00368521	0.00330223	0.00244319	0.00234071	0.00244609	0.0022347	0.00333371	0.0022991	0.00225408	0.00234504	0.0021959	0.00220556	0.00245335	0.00237038	0.00226672	0.00240931	0.00238824	0.00275569	0.00273909	0.0022903	0.00233452	0.00258558	0.00255371	0.0022889	0.00217897	0.00224458	0.00244227
ko00603	ko00603: Glycosphingolipid biosynthesis - globo series	0.000432496	0.0003889	0.000425186	0.000294559	0.000194435	0.000420736	0.000375816	0.000329193	0.000390902	0.000346992	0.000453564	0.000387721	0.00039772	0.000206891	0.000202902	0.000273599	0.000331372	0.000380251	0.000360456	0.000242836	0.000430765	0.000333222	0.000523199	0.000324188	0.000324703	0.000270607	0.000476786	0.000563621	0.000324114	0.000424282	0.000457661	0.000412828	0.00023161	0.00031517	0.000545127	0.00035148	0.000385863	0.000378007	0.00035648	0.000344576
ko03018	ko03018: RNA degradation	0.00726118	0.00699254	0.00672356	0.00690298	0.00740615	0.0067331	0.00689997	0.00688502	0.00663043	0.00721024	0.0065664	0.00726343	0.00695791	0.00651889	0.00709959	0.00693795	0.00709224	0.00629798	0.00669941	0.00673694	0.00718714	0.00708564	0.00700062	0.00707245	0.00714963	0.00727027	0.00701606	0.00744753	0.00713254	0.00682805	0.00707385	0.00725206	0.00715093	0.00695671	0.00714603	0.00714358	0.00698984	0.00715862	0.00697192	0.00680889
ko04512	ko04512: ECM-receptor interaction	0.00011797	0.000116893	0.000118121	9.32392e-05	0.000110751	0.000106482	0.000121219	0.000131922	0.000125005	0.000107282	0.000106671	0.000109807	0.000122729	8.86896e-05	8.7798e-05	9.75817e-05	0.000105403	0.00012551	0.000113497	9.10972e-05	0.00012259	0.000112696	0.000117637	0.000104012	0.000117162	0.000112839	0.000117184	0.000122217	0.000132787	9.64748e-05	0.000123579	0.000130095	0.000127833	9.73829e-05	0.000123684	0.000124416	9.63255e-05	0.000111027	9.92523e-05	0.000119826
ko00281	ko00281: Geraniol degradation	0.0024188	0.00253925	0.00248369	0.00289074	0.00260962	0.00223704	0.00239633	0.00241606	0.00234189	0.00272053	0.00268281	0.00292015	0.00262739	0.00428609	0.00405415	0.00298447	0.00226866	0.00251119	0.00260012	0.00374463	0.00266534	0.00273443	0.0025797	0.00240732	0.00266514	0.00255656	0.00259954	0.00242215	0.00251175	0.00255722	0.00270904	0.00292512	0.00271802	0.0025409	0.00289925	0.00273936	0.00232571	0.00269536	0.00249598	0.00225496
ko04510	ko04510: Focal adhesion	6.27831e-06	4.68406e-06	3.93786e-06	4.84173e-06	6.50737e-06	2.58493e-06	4.40006e-06	2.8741e-06	6.29013e-06	3.43878e-06	2.55554e-06	4.95567e-06	3.97468e-06	2.06343e-06	2.49603e-06	3.69237e-06	6.25273e-06	3.51133e-06	3.74479e-06	4.3846e-06	3.443e-06	5.65047e-06	5.64363e-06	5.78102e-06	9.24387e-06	5.74386e-06	5.22402e-06	5.25454e-06	6.10561e-06	3.29718e-06	4.53745e-06	3.66762e-06	7.25927e-06	6.9092e-06	7.26668e-06	5.46909e-06	6.19446e-06	9.68611e-06	3.28431e-06	4.76579e-06
ko03013	ko03013: RNA transport	0.00137278	0.00140259	0.00137754	0.00128352	0.00135464	0.00135128	0.00135642	0.00135141	0.00133141	0.00141116	0.00124082	0.00131026	0.00140552	0.00117694	0.00117118	0.00146836	0.00136914	0.00139593	0.0013759	0.00120045	0.00135458	0.00141495	0.00146789	0.00142537	0.00143771	0.00123767	0.00137441	0.00136921	0.00132414	0.00135303	0.00131824	0.00131725	0.00127878	0.00137213	0.00124233	0.00124878	0.00145402	0.00130817	0.001341	0.00139724
ko03010	ko03010: Ribosome	0.023171	0.0213641	0.0204149	0.0212253	0.02147	0.0193324	0.0210718	0.0195417	0.0197061	0.0215986	0.0199231	0.0218511	0.0193823	0.016543	0.0193419	0.0190953	0.0238791	0.018211	0.0206569	0.0193435	0.0227723	0.0206023	0.0214452	0.0232806	0.0206557	0.0240293	0.0209441	0.0242878	0.0239534	0.0201581	0.0236159	0.0227131	0.0223374	0.0211464	0.0217473	0.0227821	0.022318	0.0207021	0.0207608	0.0225276
ko05200	ko05200: Pathways in cancer	1.67634e-05	2.27317e-05	2.13204e-05	1.66757e-05	2.04192e-05	1.89393e-05	1.93125e-05	2.05677e-05	1.74153e-05	1.89796e-05	1.80225e-05	1.77394e-05	2.24713e-05	1.77402e-05	1.7814e-05	1.56625e-05	1.66299e-05	1.74764e-05	1.82864e-05	1.56946e-05	2.04831e-05	1.88678e-05	2.19049e-05	1.76365e-05	1.74472e-05	1.37612e-05	1.75472e-05	1.72974e-05	1.83515e-05	2.22535e-05	1.81427e-05	1.58218e-05	1.59325e-05	2.08918e-05	2.17296e-05	1.72917e-05	1.66179e-05	1.82387e-05	1.85209e-05	1.67819e-05
ko00601	ko00601: Glycosphingolipid biosynthesis - lacto and neolacto series	0.000166007	0.000108151	9.43385e-05	0.000141757	0.000225263	0.000222418	0.000164611	0.000196262	0.000190828	0.000271245	0.000160342	0.000148306	0.000160951	0.000206218	0.000164891	0.000243712	0.000146252	0.000240953	0.000141444	0.000164679	0.000148371	0.000205915	0.000157524	0.000146386	0.000223273	0.000134842	0.00016505	0.000194327	0.000170625	0.000136357	0.000171289	0.000193807	0.000253103	0.000252028	0.000111843	0.000226595	0.000250326	0.000185018	0.000172078	0.00015553
ko03015	ko03015: mRNA surveillance pathway	0.000601191	0.000611034	0.000588598	0.000482575	0.000616344	0.000587938	0.000639554	0.000605281	0.000585835	0.00056426	0.000531984	0.000549798	0.00068777	0.00039323	0.000403913	0.000484914	0.00052536	0.000694077	0.00061994	0.000488363	0.000590118	0.000531741	0.000587661	0.000554734	0.000616689	0.000533294	0.000553873	0.000593651	0.000591252	0.000544989	0.000678861	0.000668462	0.000614551	0.000541884	0.000557792	0.000586019	0.000511266	0.000570133	0.000536942	0.000507149
ko00312	ko00312: beta-Lactam resistance	0.00080328	0.000727859	0.000892215	0.0012617	0.000498565	0.000425786	0.000428273	0.00025852	0.000407165	0.000474637	0.00113156	0.00050036	0.000777407	0.000241438	0.000201903	0.000580481	0.000930921	0.000471415	0.00114366	0.000312369	0.000467173	0.00031244	0.000697005	0.000735349	0.000461377	0.000379784	0.00056711	0.000441742	0.000479804	0.000858035	0.000374968	0.000307983	0.000474718	0.000675007	0.000266376	0.000272378	0.000923527	0.000289192	0.000566083	0.000672071
ko05020	ko05020: Prion diseases	0.000132026	0.000145442	0.000164506	0.000109402	0.000129398	0.000159746	0.000131506	0.000181046	0.000255306	0.000167735	0.00018563	0.000151191	0.000152397	0.000126565	0.000109183	0.000173019	0.000101034	0.000187035	0.000150241	0.000117946	0.000151909	0.000129714	0.000185748	0.000124711	0.000171951	0.000116911	0.000151392	0.000176772	0.000162403	0.000155789	0.000135345	0.000117231	0.000150008	0.000128444	0.000105574	0.000128009	0.000153611	0.000139584	0.000134134	0.000106538
ko05143	ko05143: African trypanosomiasis	0.000105923	0.000108312	9.1284e-05	0.000112438	6.38294e-05	0.000142078	7.93052e-05	9.80553e-05	0.000105063	9.17821e-05	7.76973e-05	9.33922e-05	8.14641e-05	4.6363e-05	4.87485e-05	6.13282e-05	0.000105988	0.000138284	9.98034e-05	6.84586e-05	6.83458e-05	8.95307e-05	7.02474e-05	9.67154e-05	8.51459e-05	7.25712e-05	8.89845e-05	6.09184e-05	8.74287e-05	0.000114467	7.32327e-05	4.94346e-05	6.43661e-05	7.46029e-05	6.50459e-05	7.41409e-05	8.31823e-05	7.92151e-05	0.000105964	0.000110323
ko05142	ko05142: Chagas disease (American trypanosomiasis)	4.57707e-05	4.79044e-05	5.2192e-05	7.50428e-05	3.9105e-05	4.80559e-05	3.94543e-05	4.97222e-05	4.54406e-05	4.78673e-05	4.5437e-05	5.44323e-05	5.5746e-05	0.000143271	0.000133589	6.00852e-05	4.50973e-05	4.67201e-05	4.29676e-05	0.000112186	6.39808e-05	5.266e-05	4.26601e-05	5.99783e-05	5.61653e-05	6.03715e-05	7.51517e-05	5.13607e-05	5.70365e-05	5.09623e-05	6.76693e-05	7.44476e-05	3.89068e-05	8.26988e-05	8.48785e-05	8.3818e-05	4.21807e-05	5.63079e-05	3.86875e-05	4.19192e-05
ko00520	ko00520: Amino sugar and nucleotide sugar metabolism	0.0133762	0.0133543	0.0131935	0.012974	0.0139067	0.0140002	0.0133622	0.0139746	0.0144745	0.0129737	0.0140024	0.0125315	0.0134899	0.0124397	0.0119125	0.0129065	0.0136174	0.0140718	0.0129932	0.0127859	0.0127052	0.0133859	0.0130216	0.012882	0.0123743	0.0136463	0.0135382	0.0133838	0.0128803	0.0134652	0.013934	0.0145226	0.013009	0.0139149	0.0142182	0.0132862	0.0130667	0.0134736	0.0133464	0.0135619
ko05140	ko05140: Leishmaniasis	4.46398e-06	5.03135e-06	3.51788e-06	3.23555e-06	8.82467e-06	3.74848e-06	3.8999e-06	3.65927e-06	2.2432e-06	5.96796e-06	4.17215e-06	5.35266e-06	6.70647e-06	3.05013e-06	4.7068e-06	4.09453e-06	3.93353e-06	4.21563e-06	6.09815e-06	4.52238e-06	8.90188e-06	4.09621e-06	5.16278e-06	6.68663e-06	4.97289e-06	5.56601e-06	4.03748e-06	4.40753e-06	4.3082e-06	3.34426e-06	3.71917e-05	1.96005e-05	1.08635e-05	5.12479e-06	6.3743e-06	6.98201e-06	4.51953e-06	5.59576e-06	4.13315e-06	4.56137e-06
ko05146	ko05146: Amoebiasis	6.36636e-05	4.2554e-05	6.23771e-05	3.95808e-05	9.05031e-05	6.058e-05	6.04022e-05	4.73045e-05	3.08367e-05	6.06931e-05	5.62762e-05	5.99341e-05	6.08766e-05	3.97609e-05	3.23574e-05	4.56846e-05	4.52724e-05	7.70853e-05	5.8036e-05	3.44326e-05	0.000107984	3.99751e-05	5.64537e-05	5.01501e-05	4.17335e-05	8.39687e-05	6.80174e-05	8.16911e-05	5.11256e-05	5.16981e-05	0.000108723	0.00010247	9.81975e-05	4.01927e-05	0.000106765	8.93572e-05	4.19358e-05	8.93212e-05	5.43158e-05	5.33025e-05
ko05145	ko05145: Toxoplasmosis	9.51853e-06	1.28619e-05	6.12957e-06	8.85165e-06	1.40808e-05	7.76647e-06	8.1072e-06	1.65867e-05	1.17409e-05	1.02008e-05	1.48077e-05	9.4807e-06	5.71931e-06	5.79578e-06	5.21012e-06	6.16304e-06	9.15165e-06	2.09856e-05	7.19074e-06	6.99225e-06	6.72376e-06	9.58365e-06	8.69618e-06	8.67245e-06	1.12701e-05	6.53672e-06	7.4132e-06	9.42766e-06	1.32324e-05	1.01377e-05	1.21198e-05	1.11347e-05	1.10386e-05	1.1179e-05	1.45365e-05	7.57642e-06	8.11451e-06	1.08137e-05	8.86552e-06	8.05545e-06
ko05144	ko05144: Malaria	3.51617e-05	3.30206e-05	3.55995e-05	3.11691e-05	4.04437e-05	3.38663e-05	4.69677e-05	4.94237e-05	6.29091e-05	4.97078e-05	4.72433e-05	4.17634e-05	4.69196e-05	2.65823e-05	3.54106e-05	2.78724e-05	3.06564e-05	4.42186e-05	4.52168e-05	2.9611e-05	3.47889e-05	4.049e-05	3.95181e-05	3.503e-05	4.62451e-05	2.60684e-05	3.78462e-05	4.65088e-05	3.13666e-05	4.87865e-05	3.94199e-05	3.32238e-05	4.38232e-05	2.54848e-05	1.94196e-05	2.58911e-05	3.05398e-05	4.45775e-05	5.01725e-05	3.70969e-05
ko00052	ko00052: Galactose metabolism	0.0100926	0.0109748	0.0116526	0.0110555	0.0104064	0.0119636	0.0111649	0.0111967	0.0111594	0.0108261	0.0116533	0.00946754	0.0116	0.0118361	0.0109922	0.0110513	0.0113812	0.0127761	0.0115801	0.0110275	0.010282	0.0106287	0.0112493	0.0105109	0.00961491	0.0104952	0.0111836	0.00991047	0.010686	0.0112655	0.0101383	0.0106422	0.0105818	0.0116133	0.0110157	0.0102686	0.0115932	0.0108916	0.0108908	0.0114601
ko00053	ko00053: Ascorbate and aldarate metabolism	0.00273134	0.00264356	0.00278297	0.00321144	0.00263232	0.00284779	0.00263938	0.00364476	0.00322766	0.0025279	0.00330465	0.00263345	0.00306123	0.00599389	0.00537749	0.00308518	0.00244283	0.00337697	0.00221583	0.00520867	0.00303808	0.00264656	0.00278734	0.00259039	0.00267334	0.00270897	0.00342967	0.00252847	0.0028163	0.00266278	0.00315097	0.00374014	0.00294548	0.00282184	0.00425594	0.00309232	0.00273099	0.00251855	0.00228816	0.00259211
ko00051	ko00051: Fructose and mannose metabolism	0.0130572	0.0131423	0.0135559	0.01323	0.0128509	0.0133742	0.0124738	0.014042	0.015435	0.0136168	0.014467	0.0129209	0.0129656	0.0145185	0.0140625	0.0137745	0.013118	0.0134735	0.012242	0.0134384	0.0128249	0.0135451	0.0137846	0.0123061	0.0122402	0.0127926	0.0137827	0.0131708	0.0124588	0.0137723	0.0131496	0.0135697	0.0123982	0.0137523	0.0145609	0.0126184	0.0132925	0.0133983	0.0135838	0.0138302
ko00400	ko00400: Phenylalanine, tyrosine and tryptophan biosynthesis	0.0128919	0.0130745	0.0127198	0.0129288	0.0145676	0.0128194	0.01301	0.0126642	0.013094	0.0132557	0.0124074	0.0137311	0.0127983	0.0106404	0.0114458	0.0130803	0.013339	0.0128349	0.0138638	0.0111835	0.0136519	0.0130548	0.0128742	0.0139072	0.0133258	0.0134751	0.0138945	0.0122618	0.0124533	0.0132214	0.0140724	0.0136949	0.0143124	0.0138326	0.0138265	0.0139682	0.0130461	0.0148573	0.0137665	0.0135869
ko00402	ko00402: Benzoxazinoid biosynthesis	4.75327e-05	8.97306e-06	1.68093e-05	1.90751e-05	3.35856e-06	4.37264e-06	9.30862e-06	1.84042e-05	2.62994e-05	1.26235e-05	4.27837e-06	1.09362e-05	5.73453e-06	8.99991e-06	7.07303e-06	1.15332e-05	9.97091e-06	1.1198e-05	1.58163e-05	8.66582e-06	2.89553e-05	5.09963e-06	3.41073e-06	9.63299e-06	8.64188e-06	2.00838e-05	1.45959e-05	9.77274e-06	3.7126e-05	9.65491e-06	2.23384e-05	5.86052e-06	7.47569e-06	1.62157e-05	1.05597e-05	1.53866e-05	1.31002e-05	1.22143e-05	6.48845e-06	1.18826e-05
