ID	NAME	kegg_merge_filter_human_081A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_082A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_083A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_084A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_085A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_086A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_091A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_093A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_094A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_098A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_099A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_100A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_101A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_107A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_108A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_109A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_10A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_116A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_118A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_119A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_11A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_120A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_13A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_15A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_18A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_1A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_20A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_21A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_24A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_25A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_28A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_29A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_31A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_34A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_35A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_37A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_39A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_3A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_6A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_7A-hit-keg-mpm-cop-nul-nve-nve
M00174	M00174: Methane oxidation, methylotroph, methane => CO2	0.0011652	0.000629619	0.000652634	0.000610841	2.07234e-06	9.93534e-05	0.000464767	0.000752163	0.000752127	0.000475411	0.000385391	0.000519681	0.000819564	0.00157058	0.0016184	0.000575182	0.000892347	0.000738089	0.000244077	0.00128694	0.000648892	0.000697413	0.000376641	0.00039714	0.000660357	0.000912554	0.000752318	0.00134698	0.000775923	0.00064231	0.000758295	0.000795788	0.000107476	0.000647557	0.000989353	0.000846086	0.000251925	0.000606919	0.000692103	0.00044376
M00177	M00177: Ribosome, eukaryotes	3.0662e-10	1.85832e-38	3.30403e-14	1.16158e-39	2.86968e-20	0	0	4.27696e-14	0	2.95895e-24	0	3.15168e-34	9.65259e-15	0	0	2.42686e-08	7.04457e-16	0	4.78106e-37	0	7.23264e-63	3.75688e-15	6.88749e-39	0	4.38054e-39	0	6.10181e-27	1.73469e-35	0	1.46269e-07	3.0943e-06	9.15854e-08	0	9.74495e-56	3.23064e-64	1.99715e-06	5.33924e-10	3.85157e-23	3.52457e-14	2.4969e-38
M00176	M00176: Sulfur reduction, sulfate => H2S	0.00187875	0.00287274	0.00219929	0.00376198	0.00207646	0.00403605	0.00303218	0.00162353	0.00179159	0.00270833	0.00357187	0.00212764	0.00238951	0.00121432	0.00146617	0.00176022	0.00213226	0.00219466	0.00420293	0.00222447	0.00196212	0.00175851	0.00313451	0.00349346	0.00241055	0.00194084	0.00227265	0.00229737	0.00213132	0.00230422	0.00247774	0.00203657	0.00210705	0.0028437	0.00235323	0.00217053	0.00198652	0.00280335	0.00260691	0.00297661
M00179	M00179: Ribosome, archaea	0.00118407	0.00201701	0.00142262	0.00145717	4.20846e-54	0.0019033	0.0018727	1.14675e-05	0.000988106	1.33491e-05	0.00191428	0.00166244	0.00019878	0.000212569	0.000380815	0.00105027	0.000735447	6.34898e-11	0.00188069	0.000228448	0.00130283	8.80723e-64	0.00215191	0.00152063	0.00194302	1.20419e-36	0.000271754	0.00215777	0.00207761	0.00159796	0.00193544	0.00184333	0.00184813	2.0338e-06	0.000617163	0.00153682	0.00155417	0.000875854	0.00203781	2.05604e-05
M00178	M00178: Ribosome, bacteria	0.0366119	0.0341838	0.0334541	0.0321963	0.03526	0.0312893	0.0343588	0.0330514	0.0329635	0.0352349	0.0328078	0.0357304	0.0314228	0.023121	0.0276472	0.0299779	0.0377311	0.030601	0.0340609	0.0274454	0.0376624	0.0326735	0.0357164	0.0370678	0.0336127	0.0379773	0.0343338	0.0394898	0.0373647	0.0334428	0.0410508	0.0378182	0.0383776	0.0335299	0.0345083	0.0357723	0.0361202	0.0356192	0.0335016	0.0359445
M00078	M00078: Heparan sulfate degradation	0.000757701	0.00114012	9.41069e-05	1.37081e-05	0.000109074	0.000181567	0.00013681	0.000140395	0.000207026	0.000453177	7.76714e-07	0.000692529	1.36436e-05	5.46624e-06	0.000172418	9.99666e-08	0.000622965	0.00101663	0.000563068	0.000230985	0.00104335	0.00066664	0.000282679	0.000313985	0.000489609	0.000427736	0.000163068	0.000427657	0.000769681	0.000815881	0.0012413	0.00115112	0.0010912	0.000251607	0.000698119	0.000662543	0.000304715	0.000459969	0.000183895	0.000342542
M00079	M00079: Keratan sulfate degradation	0.00225935	0.00317215	0.00368281	0.00200288	0.00238657	0.0045805	0.00316592	0.00515364	0.00390875	0.00323175	0.0046281	0.00255049	0.0041209	0.00205727	0.00141979	0.00318088	0.00152512	0.00598867	0.00292737	0.00195851	0.00165357	0.00280636	0.00407086	0.00248353	0.00381546	0.00145178	0.00419865	0.00271909	0.00226904	0.00433384	0.00255428	0.0027668	0.00244596	0.00275148	0.00255592	0.00184325	0.00288457	0.00204783	0.00260432	0.0019494
M00072	M00072: Oligosaccharyltransferase	0.000606424	0.000660062	0.000635149	0.000594835	0.000678288	0.000590131	0.000628829	0.000955829	0.000827219	0.000742246	0.000738147	0.00074702	0.00094235	0.000285061	0.000478218	0.000624799	0.000523998	0.000891586	0.000937124	0.000634682	0.000687121	0.000671476	0.00092705	0.000674653	0.000954599	0.00027115	0.00071238	0.000928484	0.000801646	0.000811498	0.00039534	0.000236644	0.000633068	0.000679653	6.32625e-05	0.000451364	0.000673147	0.000659093	0.00073512	0.000503079
M00074	M00074: N-glycan biosynthesis, high-mannose type	3.60881e-11	5.44766e-45	2.22717e-15	4.99117e-20	7.69026e-13	1.1897e-15	1.09518e-13	0	0	0	4.83419e-40	3.94569e-11	0	0	0	7.03272e-12	1.23993e-74	1.90926e-64	5.05674e-13	2.16358e-12	7.75901e-11	2.79209e-20	7.86871e-23	8.73923e-20	0	2.0668e-15	1.29648e-15	3.48419e-14	2.3269e-13	5.04419e-15	2.54553e-12	1.49523e-09	5.82904e-10	0	6.53734e-36	2.10723e-18	0	8.6661e-11	0	5.54119e-13
M00075	M00075: N-glycan biosynthesis, complex type	2.3669e-08	2.22712e-06	2.29765e-06	7.70576e-09	3.02454e-12	2.00218e-06	1.38064e-07	1.0907e-06	4.69824e-12	1.9165e-07	1.09934e-09	1.0531e-12	6.13535e-07	4.53123e-07	1.35284e-07	1.50517e-07	2.33165e-06	1.46966e-08	9.11246e-10	1.16104e-07	1.32442e-09	4.4892e-08	9.37292e-13	1.08657e-06	1.08494e-07	2.82257e-08	8.04234e-13	6.66932e-07	4.35582e-08	9.50495e-10	1.01779e-08	1.3475e-11	3.34012e-09	4.06956e-06	1.79023e-16	4.09383e-11	5.26894e-08	1.58628e-09	9.78539e-07	1.25702e-06
M00076	M00076: Dermatan sulfate degradation	0.000727872	0.00118918	0.00120366	7.29581e-06	5.29018e-05	0.000123201	7.78524e-05	0.000123475	0.000615934	0.000425292	4.61531e-07	0.000450947	6.75696e-06	3.39593e-06	0.000215558	5.0014e-08	0.000528772	0.000776694	0.000390008	0.000195539	0.000801275	0.00072778	0.000209294	0.000334347	0.000462855	0.000230355	9.77141e-05	0.00069317	0.0007068	0.00078847	0.00103269	0.000980393	0.000813712	0.000172567	0.000456625	0.000554988	0.000408437	0.000291137	0.000321507	0.000281432
M00077	M00077: Chondroitin sulfate degradation	0.00213908	0.00237012	0.00277964	0.00132401	0.00222881	0.00350711	0.00216368	0.00419213	0.00329456	0.00227401	0.00369678	0.00192187	0.00302455	0.0013445	0.00103498	0.00206324	0.00111239	0.00459939	0.00210487	0.00175538	0.00129865	0.00205502	0.00311081	0.00220665	0.00260464	0.00107156	0.00308841	0.00253038	0.00176596	0.00334108	0.00161963	0.00203828	0.0020975	0.00192131	0.00150561	0.00132568	0.00191699	0.00154069	0.00206014	0.00156399
M00229	M00229: Arginine transport system	0.000264713	0.000418302	0.000824953	0.00175874	0.000405278	0.000679164	3.5682e-06	1.44397e-06	0.000479361	0.000366511	0.000488132	2.71149e-06	0.000501071	0.00486199	0.00420968	0.00132065	0.000733784	6.24198e-05	6.58326e-06	0.00356396	0.000460208	0.000292058	1.73616e-07	0.000765279	0.000207898	0.000893301	5.93496e-05	0.000225251	0.000120565	0.000451176	1.14003e-05	0.000928984	9.24895e-05	0.00060449	0.00150379	0.00140715	0.000332759	7.9136e-06	0.000431804	7.05402e-06
M00181	M00181: RNA polymerase III, eukaryotes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00312	M00312: 2-oxoisovalerate:ferredoxin oxidoreductase	1.14601e-08	1.15337e-11	1.55885e-14	4.8583e-09	1.01148e-15	6.53663e-16	4.06824e-06	8.84599e-07	1.06569e-11	1.62053e-07	1.64937e-08	2.08696e-08	3.20206e-09	4.04455e-16	4.81545e-09	4.28906e-12	5.06357e-06	3.54488e-10	1.39269e-13	4.82263e-13	1.98964e-11	8.01022e-08	7.67972e-16	2.37477e-09	2.44316e-08	1.77636e-06	1.01532e-11	6.53674e-09	6.61947e-07	1.60797e-12	9.26363e-11	2.54633e-14	2.61026e-08	2.38587e-09	1.15488e-09	2.54733e-06	1.66467e-09	1.40708e-09	2.21729e-12	9.40737e-12
M00317	M00317: Manganese/iron transport system	1.32269e-06	6.98547e-08	0.000702223	2.85753e-05	0.000268493	0.000519941	9.56014e-06	0.0001202	0.000255157	8.45812e-06	0.00018789	7.93487e-05	0.000135603	0.0102837	0.000152504	0.0013698	0.000493211	0.000400386	0.000501972	0.000272753	0.000607886	2.29541e-05	0.000452051	0.000693531	4.18875e-05	0.000939396	0.00013232	0.000108711	6.28058e-05	0.000149716	1.95324e-06	0.00102367	1.12152e-07	0.000482876	0.000868661	0.00103694	0.000337693	0.000318045	7.5518e-05	0.000383866
M00038	M00038: Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	5.03123e-07	8.88428e-05	0.000152719	0.00017875	1.7353e-05	0.000406155	0.000304354	0.000415181	3.1393e-05	2.65068e-05	3.7795e-05	0.000132926	0.000627696	3.80301e-06	3.4672e-05	1.9145e-06	0.00020701	0.000296498	0.000168058	0.000299746	2.75851e-06	1.55364e-05	2.46773e-05	3.10409e-05	1.69914e-05	0.000189603	2.8921e-05	7.57607e-06	0.000391679	3.13709e-05	0.000206429	0.000156478	4.3286e-07	0.000350362	0.000195115	0.000566865	4.94087e-05	7.41131e-06	0.00015832	1.07271e-05
M00039	M00039: Lignin biosynthesis, cinnamate => lignin	3.03597e-14	6.37991e-12	8.02765e-12	2.35155e-12	8.48014e-14	3.32572e-12	5.09436e-10	3.87657e-16	5.34166e-09	3.21718e-10	1.72792e-16	4.58272e-10	1.58497e-11	1.7771e-13	4.27326e-13	9.8492e-16	2.87397e-15	2.64825e-11	3.55555e-11	8.95989e-12	3.60631e-14	1.27932e-09	4.21259e-11	7.38831e-13	1.06863e-16	5.28585e-13	6.1344e-15	5.31792e-18	5.16487e-15	7.08769e-27	4.16877e-11	6.54624e-22	3.1095e-15	2.27009e-19	1.54263e-11	1.35357e-16	1.75793e-07	9.10092e-33	2.31226e-12	3.10537e-15
M00034	M00034: Methionine salvage pathway	0.00299979	0.00332437	0.0034721	0.00304046	0.00354745	0.00324148	0.00350467	0.00333966	0.00315169	0.00313908	0.00258568	0.0036015	0.0036101	0.00221856	0.0026291	0.00406846	0.00326426	0.00351807	0.00312479	0.00305843	0.00339042	0.00297978	0.00285296	0.00304825	0.00400128	0.0038988	0.00389411	0.0030152	0.0037934	0.00251446	0.00386794	0.00447728	0.00378889	0.00347315	0.00454913	0.00410624	0.00293981	0.00376692	0.0034104	0.00295724
M00035	M00035: Methionine degradation	0.00728767	0.00689419	0.00571797	0.00594988	0.00738947	0.0079307	0.00709561	0.00809897	0.00824406	0.00708284	0.00706403	0.00698379	0.0081401	0.00416568	0.00503439	0.0069542	0.00637326	0.00890389	0.00671936	0.00638915	0.00704976	0.00691009	0.00648804	0.00663358	0.00878236	0.00849294	0.0084896	0.00708207	0.00837067	0.00751298	0.00794752	0.00778006	0.00752052	0.0068018	0.00643773	0.00699943	0.00633867	0.00668978	0.00619452	0.00605614
M00036	M00036: Leucine degradation, leucine => acetoacetate + acetyl-CoA	0.00254994	0.00197928	0.0016517	0.00171686	0.00179794	0.00185154	0.00208036	0.00215626	0.00180747	0.00168433	0.00196852	0.00209092	0.00205392	0.00115153	0.00130831	0.00190203	0.0019025	0.00191215	0.00172361	0.00146546	0.00231109	0.00182064	0.00183115	0.00165761	0.00223523	0.00176974	0.00180273	0.0020932	0.00197874	0.00181476	0.0020168	0.0023537	0.00146581	0.00183643	0.00185475	0.00173436	0.0016523	0.00173829	0.00183927	0.00171319
M00037	M00037: Melatonin biosynthesis, tryptophan => serotonin => melatonin	8.81647e-08	5.29132e-06	1.74792e-06	1.43507e-06	2.36356e-11	0.000134477	1.56675e-06	4.71126e-07	3.47397e-06	7.37243e-06	4.14529e-07	1.24609e-12	6.52016e-06	4.27808e-11	1.20206e-07	2.47667e-06	3.50233e-05	2.91396e-06	4.17723e-05	1.49152e-11	2.50177e-09	2.49235e-06	1.93771e-06	1.95345e-06	7.17821e-06	1.02199e-07	3.97381e-09	4.56028e-07	5.42376e-06	9.69478e-05	4.61756e-08	2.36744e-09	1.26955e-12	4.499e-08	5.3783e-13	3.0366e-10	5.82889e-06	4.39738e-08	1.15363e-05	8.15431e-06
M00030	M00030: Lysine biosynthesis, 2-oxoglutarate => 2-aminoadipate => lysine	9.19774e-05	0.000472497	0.000334039	0.000221897	0.000606313	0.000311521	3.53247e-05	0.000446887	0.000677978	9.43571e-05	2.28075e-05	0.000429323	0.000450313	0.000303657	6.32906e-05	0.000290556	0.000112955	0.000152066	3.25101e-06	0.000254446	0.000311136	0.000327745	0.000260964	0.000177088	4.57872e-05	0.000105268	0.000562402	0.000438557	0.000616623	0.000381932	0.000558004	0.000223162	0.000491365	0.000234118	4.08159e-06	4.67011e-05	0.000281598	7.57165e-05	0.000409247	0.000366622
M00031	M00031: Lysine biosynthesis, archaea, 2-aminoadipate => lysine	0.000493844	0.000724973	0.00072671	0.000582017	0.000240662	0.000407927	0.000663639	9.22833e-05	2.46767e-05	0.000576015	0.000146768	0.000156745	0.000837086	0.000409954	0.000529336	0.000232673	0.000630505	0.000232701	0.000509174	0.00041053	0.000341653	0.000529646	0.000368123	0.000613501	0.000586079	0.000243882	9.59081e-05	0.000326442	0.000533149	0.000393439	0.00019554	0.000133986	9.16045e-05	0.000491686	0.000274757	0.000434022	0.000689648	0.000296956	0.000568955	0.000411487
M00032	M00032: Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	0.000957349	0.00101779	0.000971397	0.00084618	0.000843584	0.00104725	0.000967629	0.000977146	0.00107194	0.000983215	0.000783278	0.00101629	0.000886965	0.000888288	0.00104045	0.000842269	0.000874164	0.00113989	0.00113765	0.000731504	0.000539339	0.000947468	0.000899266	0.000766314	0.00112006	0.00073727	0.000909333	0.000941292	0.00100172	0.00070885	0.000764846	0.000477046	0.000882539	0.000924036	0.000645905	0.000694373	0.00102102	0.000459377	0.000884199	0.00100442
M00033	M00033: Ectoine biosynthesis	0.00160208	0.00271139	0.00252585	0.00190657	0.00314148	0.00222432	0.00310182	0.00199729	0.00188071	0.00142808	0.00184132	0.00226715	0.00214578	0.00170187	0.00114587	0.00184633	0.0018646	0.00233401	0.00173622	0.00147218	0.00163892	0.00213948	0.00176742	0.00240259	0.00253261	0.0024664	0.00185591	0.00235859	0.00234311	0.00230206	0.00313369	0.00303524	0.00310271	0.00197668	0.00168338	0.00263351	0.00153768	0.00350698	0.00295984	0.00196547
M00113	M00113: Jasmonic acid biosynthesis	0	2.76419e-18	4.00818e-29	1.46601e-78	0	3.77523e-85	7.3046e-60	3.67165e-23	0	0	2.26286e-44	9.79573e-65	2.6985e-68	0	0	1.12846e-19	4.11251e-53	1.45907e-49	3.45065e-21	4.94428e-56	6.67028e-22	0	2.885e-50	0	8.20709e-19	5.65081e-22	4.05492e-23	4.94488e-22	1.62733e-24	8.06443e-18	0	0	0	0	0	2.73047e-15	1.86293e-21	2.34598e-79	8.54963e-53	0
M00112	M00112: Tocopherol biosynthesis	8.73932e-06	9.29322e-07	8.48099e-10	2.17112e-11	8.64845e-07	1.46881e-05	3.47964e-07	5.1568e-09	7.25682e-20	2.18305e-07	7.29149e-08	7.69073e-09	1.51377e-08	1.42558e-09	2.28831e-06	2.06684e-08	2.11222e-07	1.7151e-06	1.65238e-07	9.96195e-08	5.86357e-10	4.23514e-09	2.6226e-07	6.20071e-08	3.68851e-06	1.23671e-08	2.04136e-06	3.37884e-09	5.98957e-07	6.91517e-10	8.70204e-08	6.63234e-10	6.24969e-07	1.67731e-07	2.7324e-09	9.55232e-12	1.41497e-08	2.89698e-11	1.14612e-06	1.50667e-06
M00109	M00109: C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone	1.68915e-06	4.24368e-14	1.26268e-06	9.92244e-13	2.18025e-19	2.18674e-13	5.12856e-17	5.70325e-09	4.51985e-19	2.89506e-11	1.72565e-19	3.91301e-16	6.42461e-12	3.08169e-13	1.4376e-12	4.67065e-14	1.17552e-05	5.55326e-08	6.36514e-10	1.51577e-10	3.12008e-07	3.50983e-09	3.75915e-23	1.54674e-11	5.50706e-07	1.73009e-11	7.65652e-15	3.28334e-12	5.11497e-08	3.83713e-09	3.71004e-11	1.69098e-10	6.9188e-12	4.72345e-07	3.18084e-18	3.1084e-13	1.71089e-10	8.76456e-14	1.8831e-18	3.76995e-12
M00101	M00101: Cholesterol biosynthesis, FPP => cholesterol	8.25225e-06	3.18183e-05	1.8394e-06	1.90017e-05	3.62065e-06	8.22671e-07	0.000189017	9.8502e-05	9.24343e-07	0.000142059	6.19918e-07	0.000151322	0.000214691	9.97563e-10	1.25353e-05	2.83771e-05	6.90586e-05	8.94854e-05	0.000219438	4.34383e-05	1.58413e-06	0.000104156	1.70043e-09	0.000214924	0.000341572	2.97615e-05	1.66837e-06	9.02447e-05	0.000277731	1.66072e-05	0.000338017	2.65098e-05	1.81623e-07	4.74383e-09	2.57817e-07	6.76123e-08	3.5701e-06	0.000100001	1.6356e-05	1.89057e-05
M00102	M00102: Ergocalciferol biosynthesis	5.17778e-05	0.000199602	3.84927e-06	1.14602e-07	7.25652e-12	7.73282e-05	8.22123e-05	0.000151344	7.94989e-05	0.000186773	6.59144e-05	2.34439e-06	2.14595e-06	6.87687e-09	2.30719e-07	0.000168188	8.36201e-05	3.08079e-05	5.07073e-05	4.20764e-05	2.01153e-05	0.000205514	1.22032e-05	4.85857e-06	0.00031291	1.38793e-08	0.000151343	2.79212e-07	1.02703e-06	1.41273e-05	2.87365e-05	4.3381e-07	3.94562e-07	1.73994e-05	2.68363e-09	4.96272e-08	2.94133e-05	6.78123e-07	4.90569e-05	8.8367e-05
M00104	M00104: Bile acid biosynthesis, cholesterol => cholate	2.64024e-10	2.28863e-13	7.54584e-13	1.09529e-10	5.30566e-18	7.52747e-08	3.66021e-10	6.66642e-13	7.5506e-15	1.82992e-09	1.14045e-26	8.61456e-10	1.73121e-11	1.99926e-14	1.08896e-10	3.07434e-13	6.50452e-09	4.40897e-13	2.22447e-12	6.64046e-11	4.33966e-11	3.63251e-08	5.36798e-09	8.86917e-15	4.18805e-08	3.22128e-12	1.89744e-12	3.34018e-09	1.78001e-11	2.03311e-09	9.8239e-09	2.25176e-11	2.63106e-10	1.20267e-09	8.06108e-11	8.35434e-10	1.39298e-08	4.18857e-12	1.64382e-10	4.01345e-08
M00105	M00105: Bile acid biosynthesis, cholesterol => chenodeoxycholate	5.32905e-10	4.5053e-13	1.68754e-12	2.03747e-10	4.60251e-08	1.52081e-07	7.42185e-10	1.71264e-12	1.71676e-14	2.39217e-08	8.96031e-27	7.91945e-10	3.65413e-11	3.5347e-08	2.37031e-10	1.28727e-06	1.27417e-08	9.30557e-13	4.57586e-12	1.46444e-10	4.41197e-11	7.76129e-08	5.74648e-09	1.9421e-14	8.3309e-08	6.9985e-12	4.32141e-12	6.51392e-09	3.61143e-11	1.90755e-09	9.76319e-09	9.52126e-09	1.90661e-09	2.50798e-09	9.25971e-11	7.31916e-10	2.59188e-08	5.81827e-10	3.3535e-10	8.47987e-08
M00219	M00219: AI-2 transport system	0.000528108	0.000105766	0.00080394	0.00145348	0.000458505	0.000296793	0.000408463	0.000764351	0.000773276	9.38553e-05	0.000625331	4.34697e-07	0.000229231	0.00420585	8.72034e-08	0.000774061	0.000182521	3.19846e-05	0.000608877	0.00289426	0.000121104	0.000136924	1.60309e-05	0.000392787	2.715e-08	0.000519883	0.000196347	0.000262288	5.36117e-05	0.000363776	3.5063e-07	0.000646852	2.66322e-07	0.000117693	0.0012691	0.000981004	0.000735831	0.00019496	0.000259423	0.000240485
M00199	M00199: Lactose/L-arabinose transport system	5.26103e-07	2.52049e-07	3.25988e-10	4.91762e-08	3.08311e-09	7.13881e-09	1.27257e-07	1.83843e-09	1.75363e-10	2.6414e-08	7.09087e-07	3.74939e-10	1.20849e-11	3.0555e-05	4.07804e-06	1.07322e-08	4.0388e-07	1.30657e-11	7.02578e-08	9.50049e-06	7.76083e-12	3.95205e-09	1.88481e-11	1.59988e-09	3.82287e-11	7.7692e-09	3.43233e-12	9.44267e-11	1.047e-09	2.84239e-09	6.96119e-12	6.2796e-12	7.72745e-10	1.50773e-08	5.19447e-09	1.23336e-08	1.88727e-06	3.39079e-10	1.2073e-08	7.45912e-07
M00198	M00198: sn-Glycerol 3-phosphate transport system	0.00350924	0.00316958	0.00340934	0.0048995	0.00375606	0.00369094	0.0034481	0.0026546	0.00255249	0.00335463	0.00396559	0.00274072	0.00270313	0.0069449	0.00632633	0.00401365	0.00500637	0.00391425	0.00310371	0.00577874	0.00296717	0.00325642	0.00315799	0.00348518	0.00270458	0.00321445	0.00279333	0.00300049	0.00406349	0.00312672	0.00252884	0.00301078	0.00205603	0.0036496	0.0040137	0.00379783	0.0038161	0.00320856	0.00347728	0.00437464
M00197	M00197: Putative sugar transport system	0.0120386	0.0129801	0.00977652	0.0124341	0.00734843	0.0122694	0.0122233	0.00295015	0.00353357	0.00966768	0.0092244	0.00708525	0.00826994	0.0116049	0.00982966	0.00773236	0.0153709	0.00532003	0.0121385	0.0102014	0.00618382	0.00767824	0.00683335	0.0119142	0.00586353	0.00874506	0.00542965	0.00820686	0.00879623	0.00946296	0.00604986	0.00543341	0.00596108	0.0125011	0.00816051	0.00886657	0.0118389	0.00826949	0.0123069	0.0168046
M00194	M00194: Maltose/maltodextrin transport system	0.0111206	0.0123343	0.00957717	0.0117895	0.00683074	0.0121978	0.0114626	0.00242964	0.00304161	0.00879376	0.00794518	0.00617988	0.00772785	0.0117945	0.00923244	0.00738841	0.0142257	0.00452716	0.0120415	0.00986985	0.00566094	0.00672243	0.00592693	0.0113747	0.00513627	0.00795201	0.00472533	0.00755833	0.00772867	0.00877663	0.00564141	0.00524128	0.00536933	0.0117981	0.00796596	0.00859442	0.0111505	0.00790578	0.0117174	0.0154982
M00193	M00193: Putative spermidine/putrescine transport system	0.00173698	0.00196367	0.0020312	0.00238024	0.00163971	0.00186392	0.00191258	0.0017456	0.00196118	0.00176816	0.00237566	0.00185508	0.00188466	0.00379343	0.00335546	0.00235343	0.00215435	0.00201512	0.00178639	0.00309768	0.00173834	0.00186596	0.00172083	0.00183038	0.00292136	0.0025781	0.00169615	0.00165776	0.00191333	0.00185287	0.00171204	0.00181116	0.00170505	0.00254634	0.00198443	0.0025281	0.00216382	0.00160469	0.0018915	0.00185934
M00360	M00360: Aminoacyl-tRNA biosynthesis, prokaryotes	0.0341002	0.0310257	0.0295534	0.0291287	0.0340428	0.0289965	0.0322327	0.0293664	0.0296806	0.033305	0.0287678	0.0347423	0.0295689	0.0213814	0.0261344	0.0293179	0.0331577	0.0284673	0.0305555	0.0246542	0.0348108	0.0319668	0.0310874	0.0330196	0.0318715	0.0341958	0.0309911	0.0351559	0.0332245	0.0305663	0.0364615	0.0350151	0.035972	0.0318372	0.0317568	0.0330439	0.0312443	0.0372778	0.0312057	0.0324994
M00361	M00361: Nucleotide sugar biosynthesis, eukaryotes	0.00242355	0.00316234	0.00300394	0.00175321	0.00413031	0.00296868	0.00341853	0.0026713	0.0025303	0.00180775	0.00285447	0.00297865	0.00328076	0.00156447	0.0007711	0.00148399	0.00182295	0.002713	0.00307615	0.00176327	0.00174514	0.00188185	0.00255037	0.00252692	0.00268897	0.0015819	0.00305622	0.00222732	0.00325365	0.00255558	0.00190871	0.00209335	0.00274642	0.00239148	0.00237745	0.00180116	0.00279015	0.00254047	0.00276889	0.00193284
M00362	M00362: Nucleotide sugar biosynthesis, prokaryotes	0.00139558	0.00205668	0.00189427	0.00129441	0.0019547	0.00175521	0.00227971	0.00164004	0.00278905	0.0012486	0.00160822	0.00160974	0.00220345	0.00134	0.000658516	0.00115132	0.00121946	0.00280668	0.00207615	0.00171476	0.000713116	0.00182982	0.000935305	0.00126811	0.0018487	0.00100141	0.0021524	0.00127362	0.00179042	0.00174479	0.00138686	0.0011911	0.00168402	0.0015024	0.00175708	0.000912895	0.00166248	0.0015241	0.00165259	0.00156763
M00366	M00366: C10-C20 isoprenoid biosynthesis, plants	2.19439e-09	8.1377e-07	1.32535e-05	5.7514e-06	4.99776e-07	0.000452641	5.9327e-06	1.47169e-10	5.62246e-09	4.47415e-07	1.39773e-08	3.26697e-08	2.90544e-05	8.59734e-09	8.13795e-07	7.54273e-06	1.49172e-06	7.10544e-07	3.44956e-09	6.0094e-08	4.15171e-05	2.41175e-08	6.22344e-06	2.63282e-06	1.41545e-09	3.95263e-10	1.43552e-06	0.000769719	5.88014e-07	8.43111e-05	6.68705e-06	0.00021366	1.71369e-08	5.32673e-06	1.4768e-11	3.6979e-06	0.000135179	2.6508e-08	1.65307e-09	3.25657e-06
